flink-identity-1  | Resuming from checkpoint: /tmp/flink-checkpoints/26831ffb727992ac5c0687c7993a6b13/chk-279
stream-state-bench-flink-kafka  | [2026-07-16 07:19:20,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-540 with producerId 263 and producer epoch 0 on partition __transaction_state-31 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:21,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-541 with producerId 264 and producer epoch 0 on partition __transaction_state-30 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:22,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-542 with producerId 265 and producer epoch 0 on partition __transaction_state-29 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:23,052] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-543 with producerId 266 and producer epoch 0 on partition __transaction_state-28 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:24,052] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-544 with producerId 267 and producer epoch 0 on partition __transaction_state-27 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:25,052] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-545 with producerId 268 and producer epoch 0 on partition __transaction_state-26 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:26,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-546 with producerId 269 and producer epoch 0 on partition __transaction_state-25 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:27,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-547 with producerId 270 and producer epoch 0 on partition __transaction_state-24 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:28,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-548 with producerId 271 and producer epoch 0 on partition __transaction_state-23 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:29,052] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-549 with producerId 272 and producer epoch 0 on partition __transaction_state-22 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:30,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-550 with producerId 273 and producer epoch 0 on partition __transaction_state-0 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:31,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-551 with producerId 274 and producer epoch 0 on partition __transaction_state-49 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:32,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-552 with producerId 275 and producer epoch 0 on partition __transaction_state-48 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:33,052] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-553 with producerId 276 and producer epoch 0 on partition __transaction_state-47 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:34,052] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-554 with producerId 277 and producer epoch 0 on partition __transaction_state-46 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:35,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-555 with producerId 278 and producer epoch 0 on partition __transaction_state-45 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:36,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-556 with producerId 279 and producer epoch 0 on partition __transaction_state-44 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:37,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-557 with producerId 280 and producer epoch 0 on partition __transaction_state-43 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:38,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-558 with producerId 281 and producer epoch 0 on partition __transaction_state-42 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:39,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-559 with producerId 282 and producer epoch 0 on partition __transaction_state-41 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:40,052] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-560 with producerId 283 and producer epoch 0 on partition __transaction_state-19 (kafka.coordinator.transaction.TransactionCoordinator)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:40,080] INFO [GroupCoordinator id=1 topic=__consumer_offsets partition=44] [Group console-consumer-68694] Member console-consumer-2c6cbf8c-cfd5-4b1f-8508-613befb06718 has left group through explicit `LeaveGroup` request; client reason: the consumer is being closed (org.apache.kafka.coordinator.group.GroupMetadataManager)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:40,081] INFO [GroupCoordinator id=1 topic=__consumer_offsets partition=44] Preparing to rebalance group console-consumer-68694 in state PreparingRebalance with old generation 1 (reason: explicit `LeaveGroup` request for (console-consumer-2c6cbf8c-cfd5-4b1f-8508-613befb06718) members.). (org.apache.kafka.coordinator.group.GroupMetadataManager)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:40,081] INFO [GroupCoordinator id=1 topic=__consumer_offsets partition=44] Group console-consumer-68694 with generation 2 is now empty. (org.apache.kafka.coordinator.group.GroupMetadataManager)
stream-state-bench-flink-kafka  | [2026-07-16 07:19:41,051] INFO [TransactionCoordinator id=1] Initialized transactionalId stream-state-bench-flink-identity-latency-failure_jvm_kill-0-561 with producerId 284 and producer epoch 0 on partition __transaction_state-18 (kafka.coordinator.transaction.TransactionCoordinator)
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] ProducerId set to 56 with epoch 0
flink-identity-1                | [jobmanager-io-thread-16] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 332 for job c26105429865d408e78c7adc4389e1d0 (1424 bytes, checkpointDuration=10 ms, finalizationTime=0 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 332 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 333 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186154049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] ProducerId set to 57 with epoch 0
flink-identity-1                | [jobmanager-io-thread-7] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 333 for job c26105429865d408e78c7adc4389e1d0 (1424 bytes, checkpointDuration=9 ms, finalizationTime=1 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 333 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 334 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186155049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] ProducerId set to 58 with epoch 0
flink-identity-1                | [jobmanager-io-thread-11] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 334 for job c26105429865d408e78c7adc4389e1d0 (1424 bytes, checkpointDuration=10 ms, finalizationTime=1 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 334 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 335 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186156049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] ProducerId set to 59 with epoch 0
flink-identity-1                | [jobmanager-io-thread-4] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 335 for job c26105429865d408e78c7adc4389e1d0 (1424 bytes, checkpointDuration=8 ms, finalizationTime=1 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 335 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 336 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186157049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] ProducerId set to 60 with epoch 0
flink-identity-1                | [jobmanager-io-thread-3] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 336 for job c26105429865d408e78c7adc4389e1d0 (1424 bytes, checkpointDuration=11 ms, finalizationTime=1 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 336 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 337 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186158049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] ProducerId set to 61 with epoch 0
flink-identity-1                | [jobmanager-io-thread-8] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 337 for job c26105429865d408e78c7adc4389e1d0 (1424 bytes, checkpointDuration=10 ms, finalizationTime=1 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 337 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 338 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186159048 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] ProducerId set to 62 with epoch 0
flink-identity-1                | [jobmanager-io-thread-2] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 338 for job c26105429865d408e78c7adc4389e1d0 (1424 bytes, checkpointDuration=10 ms, finalizationTime=1 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 338 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 339 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186160048 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] ProducerId set to 63 with epoch 0
flink-identity-1                | [jobmanager-io-thread-12] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 339 for job c26105429865d408e78c7adc4389e1d0 (1424 bytes, checkpointDuration=9 ms, finalizationTime=1 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 339 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 340 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186161048 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] ProducerId set to 64 with epoch 0
flink-identity-1                | [jobmanager-io-thread-3] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 340 for job c26105429865d408e78c7adc4389e1d0 (1424 bytes, checkpointDuration=9 ms, finalizationTime=0 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 340 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 341 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186162049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] ProducerId set to 65 with epoch 0
flink-identity-1                | [jobmanager-io-thread-11] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 341 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=11 ms, finalizationTime=1 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 341 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 342 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186163049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] Invoking InitProducerId for the first time in order to acquire a producer ID
